;id_lancamento;id_centro_custo;id_forma_pagamento;dt_vencimento;valor;dt_pagamento;dt_competencia;ds_periodicidade;id_centro_resultado
659;50809648;125737;236252;2025-01-15;-1964.95;;01/12/2024;;288
660;50807789;81044;236252;2025-01-15;-242.1;;01/12/2024;;204
661;50807583;0;236252;2025-01-15;-5519.13;;2024-12-01;;100
662;50809699;125736;236252;2025-01-15;-1349.9;;01/12/2024;;268
663;50809688;81044;236252;2025-01-15;-780.55;;01/12/2024;;204
664;50809729;32;236252;2025-01-15;-5491.51;;01/12/2024;;902
665;50809893;81044;236252;2025-01-15;-19.8;;01/12/2024;;204
666;50809736;0;236252;2025-01-15;-1208.08;;2024-12-01;;100
667;50809883;32;236252;2025-01-15;-4002.17;;01/12/2024;;902
668;50809856;125737;236252;2025-01-15;-1292.6;;01/12/2024;;288
669;50810272;125736;236252;2025-01-15;-4034.84;;01/12/2024;;268
670;50810355;32;236252;2025-01-15;-3239.25;;01/12/2024;;902
671;36886601;0;433996;2024-11-19;-91.57;;2024-11-19;M1;100
672;36886600;0;433996;2024-10-19;-91.57;;2024-10-19;M1;100
673;45448079;81044;236252;2024-09-30;-2718.8;;30/09/2024;;204
674;46975384;81044;236252;2024-10-31;-2718.8;;31/10/2024;;204
675;46975390;125736;236252;2024-10-31;-83.66;;31/10/2024;;268
676;45298802;125737;236252;2024-09-24;125.49;;24/09/2024;;288
677;44721826;125736;402853;2024-09-11;-4401.3;2024-09-11;11/09/2024;;268
678;44721827;125737;402853;2024-09-11;-6601.95;2024-09-11;11/09/2024;;288
679;3;0;402853;2024-12-08;-3.03;;2024-12-08;M1;100
680;2;0;402853;2024-11-08;-3.03;;2024-11-08;M1;100
681;0;0;402853;2024-09-08;-3.03;;2024-09-08;M1;100
682;21079114;0;402853;2024-12-05;-3.17;;2024-12-05;M1;100
683;44860423;32;403011;2024-09-06;-2869.73;;06/09/2024;M1;902
684;44831104;0;472504;2024-12-06;-405.29;;2024-12-06;M1;100
685;45333036;32;402853;2024-10-04;-598.5;2024-10-04;07/10/2024;;902
686;29958279;0;402856;2024-10-08;-42.9;;2024-10-08;M1;100
687;29958281;0;402856;2024-11-08;-42.9;;2024-11-08;M1;100
688;44410385;81044;433996;2024-10-02;-389.4;2024-10-02;01/09/2024;;204
689;44410393;125737;433996;2024-10-02;-55.63;2024-10-02;01/09/2024;;288
690;45937589;125737;236252;2024-10-15;-1462.3;;01/09/2024;;288
691;45937615;32;236252;2024-10-15;-6144.77;;01/09/2024;;902
692;45937626;81044;236252;2024-10-15;-724.5;;01/09/2024;;204
693;45937666;32;236252;2024-10-15;-7371.5;;01/09/2024;;902
694;45937864;125736;236252;2024-10-15;-1551.5;;01/09/2024;;268
695;45937871;125737;236252;2024-10-15;-174.86;;01/09/2024;;288
696;45937856;81044;236252;2024-10-15;-386.1;;01/09/2024;;204
697;45937969;125736;236252;2024-10-15;-4435.19;;01/09/2024;;268
698;45938001;32;236252;2024-10-15;-391.79;;01/09/2024;;902
699;45937958;81044;236252;2024-10-15;-6536.01;;01/09/2024;;204
700;45937959;81044;236252;2024-10-15;-898.23;;01/09/2024;;204
701;45937968;125736;236252;2024-10-15;-830.09;;01/09/2024;;268
702;45938002;32;236252;2024-10-15;-493.53;;01/09/2024;;902
703;45937975;125737;236252;2024-10-15;-5931.05;;01/09/2024;;288
704;45937970;125736;236252;2024-10-15;-382.44;;01/09/2024;;268
705;45937897;125736;236252;2024-10-15;-1440.25;;01/09/2024;;268
706;45937902;125737;236252;2024-10-15;-1628.37;;01/09/2024;;288
707;45938021;125736;236252;2024-10-15;-301.18;;01/09/2024;;268
708;45938053;32;236252;2024-10-15;-308.53;;01/09/2024;;902
709;45938020;125736;236252;2024-10-15;-213.27;;01/09/2024;;268
710;45938026;125737;236252;2024-10-15;248.49;;01/09/2024;;288
711;45938149;125737;236252;2024-10-15;-44.15;;01/09/2024;;288
712;45938150;125737;236252;2024-10-15;-2.38;;01/09/2024;;288
713;45938182;32;236252;2024-10-15;-19.8;;01/09/2024;;902
714;45938143;125736;236252;2024-10-15;-22.77;;01/09/2024;;268
715;45938181;32;236252;2024-10-15;-158.4;;01/09/2024;;902
716;45938144;125736;236252;2024-10-15;-21.38;;01/09/2024;;268
717;45938124;32;236252;2024-10-15;-314.32;;01/09/2024;;902
718;45938125;32;236252;2024-10-15;-368.73;;01/09/2024;;902
719;45938082;0;236252;2024-10-15;-1134.35;;2024-09-01;;100
720;45938092;125736;236252;2024-10-15;-384.44;;01/09/2024;;268
721;45938210;125737;236252;2024-10-15;-11061.26;;01/09/2024;;288
722;45938195;81044;236252;2024-10-15;-6499.82;;01/09/2024;;204
723;45938239;32;236252;2024-10-15;-5165.14;;01/09/2024;;902
724;45938205;125736;236252;2024-10-15;-9079.28;;01/09/2024;;268
725;45938257;125736;236252;2024-10-15;-278.25;;01/09/2024;;268
726;45938247;81044;236252;2024-10-15;-278.25;;01/09/2024;;204
727;45938258;125736;236252;2024-10-15;-490.25;;01/09/2024;;268
728;45938245;0;236252;2024-10-15;-834.75;;2024-09-01;;100
729;45938351;32;236252;2024-10-15;-2682.75;;01/09/2024;;902
730;45938248;81044;236252;2024-10-15;-278.25;;01/09/2024;;204
731;44284490;0;402856;2024-10-02;-3136.12;2024-10-02;2024-09-02;;100
732;44282691;0;402856;2024-10-02;-3598.69;2024-10-02;2024-09-02;;100
733;44282837;0;402856;2024-10-02;-91.59;2024-10-02;2024-09-02;;100
734;44324759;125736;402853;2024-10-18;-1.13;2024-10-18;02/09/2024;;268
735;44415256;32;402853;2024-10-18;-128.4;2024-10-18;03/09/2024;;902
736;44415285;32;402853;2024-10-18;-398.04;2024-10-18;03/09/2024;;902
737;44754808;0;402853;2024-09-10;-1666.04;2024-09-10;2024-09-01;;100
738;44754818;125737;402853;2024-09-10;-1386.12;2024-09-10;01/09/2024;;288
739;30300255;32;402853;2024-09-16;-365.75;2024-09-16;06/09/2024;;902
740;44828480;125736;402853;2024-09-16;-12.17;2024-09-16;06/09/2024;;268
741;44828475;81044;402853;2024-09-16;-91.27;2024-09-16;06/09/2024;;204
742;44981212;0;402856;2024-10-02;-249.0;2024-10-02;2024-09-12;;100
743;45153925;81044;402853;2024-09-17;-15214.5;2024-09-17;18/09/2024;;204
744;45122872;125736;402884;2024-10-18;-2120.0;2024-10-17;18/09/2024;;268
745;45296216;81044;433996;2024-09-01;-1312.64;;01/09/2024;;204
746;45343557;0;402853;2024-10-25;-79.2;2024-10-25;2024-09-25;;100
747;45331181;125737;402884;2024-09-27;-435.0;2024-09-27;24/09/2024;;288
748;45451640;125737;402853;2024-09-18;-108.7;;19/09/2024;;288
749;45451646;32;402853;2024-09-18;-54.35;;19/09/2024;;902
750;45585969;125736;433996;2024-11-04;-636.72;2024-11-04;30/09/2024;;268
751;45585964;81044;433996;2024-11-04;-4993.85;2024-11-04;30/09/2024;;204
752;32823327;32;402856;2024-09-01;-115.03;;01/09/2024;M1;902
753;45907748;0;402853;2024-09-30;-4242.2;2024-09-30;2024-09-30;;100
754;45904862;0;236252;2024-09-30;661.89;;2024-09-30;;100
755;45904877;32;236252;2024-09-30;241.48;;30/09/2024;;902
756;45904879;32;236252;2024-09-30;875.0;;30/09/2024;;902
757;45904887;32;236252;2024-09-30;1493.87;;30/09/2024;;902
758;45905645;0;236252;2024-09-30;579.6;;2024-09-30;;100
759;45905215;0;236252;2024-09-30;617.35;;2024-09-30;;100
760;45905218;0;236252;2024-09-30;758.96;;2024-09-30;;100
761;45905232;32;236252;2024-09-30;69.22;;30/09/2024;;902
762;45905237;32;236252;2024-09-30;459.18;;30/09/2024;;902
763;45905216;0;236252;2024-09-30;659.12;;2024-09-30;;100
764;45904935;0;236252;2024-09-30;766.53;;2024-09-30;;100
765;45904982;32;236252;2024-09-30;91.11;;30/09/2024;;902
766;45904978;32;236252;2024-09-30;1166.67;;30/09/2024;;902
767;45904973;32;236252;2024-09-30;233.33;;30/09/2024;;902
768;45904980;32;236252;2024-09-30;227.78;;30/09/2024;;902
769;45905050;32;236252;2024-09-30;158.03;;30/09/2024;;902
770;45905053;32;236252;2024-09-30;218.05;;30/09/2024;;902
771;45905386;0;236252;2024-09-30;15.84;;2024-09-30;;100
772;45905427;32;236252;2024-09-30;9.9;;30/09/2024;;902
773;45905429;32;236252;2024-09-30;3.96;;30/09/2024;;902
774;45905387;0;236252;2024-09-30;7.92;;2024-09-30;;100
775;45905421;32;236252;2024-09-30;1.98;;30/09/2024;;902
776;45905433;32;236252;2024-09-30;3.96;;30/09/2024;;902
777;45905431;32;236252;2024-09-30;1.98;;30/09/2024;;902
778;45905338;32;236252;2024-09-30;36.87;;30/09/2024;;902
779;45905314;0;236252;2024-09-30;186.98;;2024-09-30;;100
780;45905316;0;236252;2024-09-30;328.82;;2024-09-30;;100
781;45905328;32;236252;2024-09-30;41.1;;30/09/2024;;902
782;45904789;32;236252;2024-09-30;7214.06;;30/09/2024;;902
783;45904788;32;236252;2024-09-30;2897.55;;30/09/2024;;902
784;45905494;32;236252;2024-09-30;27.83;;30/09/2024;;902
785;46120452;32;402853;2024-10-10;-4516.88;2024-10-10;01/10/2024;;902
786;46126157;0;402856;2024-11-04;-112499.29;2024-11-04;2024-10-01;;100
787;46269476;81044;402853;2024-10-15;-3205.65;2024-10-15;01/10/2024;;204
788;46209732;125736;402853;2024-10-10;-1371.9;2024-10-10;01/10/2024;;268
789;46207623;32;403011;2024-11-04;-8033.56;2024-11-04;03/10/2024;;902
790;46473958;81044;433996;2024-11-04;-423.92;2024-11-04;01/10/2024;;204
791;46473963;125736;433996;2024-11-04;-49.87;2024-11-04;01/10/2024;;268
792;46499616;32;402853;2024-10-15;-365.75;2024-10-15;06/10/2024;;902
793;46504901;125737;402853;2024-10-16;-35.31;2024-10-16;01/10/2024;;288
794;46504898;81044;402853;2024-10-16;-44.14;2024-10-16;01/10/2024;;204
795;46504912;125737;402853;2024-11-19;-1.72;2024-11-19;01/10/2024;;288
796;45463065;32;402853;2024-10-08;-133.1;2024-10-08;09/10/2024;;902
797;46911299;32;402853;2024-10-17;-10269.5;2024-10-17;18/10/2024;;902
798;46911277;125737;402853;2024-10-17;-2340.14;2024-10-17;18/10/2024;;288
799;46911811;32;402853;2024-10-17;-3795.75;2024-10-17;18/10/2024;;902
800;46990407;125736;402853;2024-10-23;-104.17;;23/10/2024;;268
801;46991620;125736;433996;2024-10-01;-376.78;;01/10/2024;;268
802;47175033;0;402853;2024-11-25;-79.2;2024-11-25;2024-10-25;;100
803;47175063;32;402853;2024-11-25;-237.6;2024-11-25;25/10/2024;;902
804;47232778;32;402856;2024-11-18;-265.99;2024-11-14;28/10/2024;;902
805;47243668;0;433996;2024-12-03;-763.86;;2024-10-29;;100
806;47243678;125737;433996;2024-12-03;-720.58;;29/10/2024;;288
807;47243674;125736;433996;2024-12-03;-649.28;;29/10/2024;;268
808;47475169;32;402853;2024-10-31;-107.2;2024-10-31;31/10/2024;;902
809;47475175;32;402853;2024-10-31;-281.89;2024-10-31;31/10/2024;;902
810;47475172;0;402853;2024-10-31;-4549.62;2024-10-31;2024-10-31;;100
811;47646580;81044;236252;2024-11-15;-203.86;;01/10/2024;;204
812;47646594;125737;236252;2024-11-15;-451.71;;01/10/2024;;288
813;47646619;32;236252;2024-11-15;-5670.6;;01/10/2024;;902
814;47646620;32;236252;2024-11-15;-341.67;;01/10/2024;;902
815;47646621;32;236252;2024-11-15;-430.41;;01/10/2024;;902
816;47646643;125737;236252;2024-11-15;-1615.64;;01/10/2024;;288
817;47646671;32;236252;2024-11-15;-9765.5;;01/10/2024;;902
818;47646672;32;236252;2024-11-15;-724.5;;01/10/2024;;902
819;47646630;81044;236252;2024-11-15;-724.5;;01/10/2024;;204
820;47646639;125736;236252;2024-11-15;-724.5;;01/10/2024;;268
821;47646725;125736;236252;2024-11-15;-521.63;;01/10/2024;;268
822;47646715;81044;236252;2024-11-15;-4041.92;;01/10/2024;;204
823;47646808;125736;236252;2024-11-15;-352.68;;01/10/2024;;268
824;47647029;32;236252;2024-11-15;-493.52;;01/10/2024;;902
825;47646796;0;236252;2024-11-15;-3531.41;;2024-10-01;;100
826;47647028;32;236252;2024-11-15;-391.77;;01/10/2024;;902
827;47646763;125737;236252;2024-11-15;-602.28;;01/10/2024;;288
828;47646789;32;236252;2024-11-15;-455.56;;01/10/2024;;902
829;47646744;0;236252;2024-11-15;-4997.9;;2024-10-01;;100
830;47646788;32;236252;2024-11-15;-7601.52;;01/10/2024;;902
831;47647176;125736;236252;2024-11-15;-42.57;;01/10/2024;;268
832;47647154;32;236252;2024-11-15;-2900.63;;01/10/2024;;902
833;47647100;125736;236252;2024-11-15;-1325.32;;01/10/2024;;268
834;47647127;125737;236252;2024-11-15;-841.95;;01/10/2024;;288
835;47647225;32;236252;2024-11-15;-57156.87;;01/10/2024;;902
836;47647229;81044;236252;2024-11-15;-2000.49;;01/10/2024;;204
837;47647747;125736;236252;2024-11-15;-12401.86;;01/10/2024;;268
838;47647227;81044;236252;2024-11-15;-60060.82;;01/10/2024;;204
839;47647753;125737;236252;2024-11-15;-4240.02;;01/10/2024;;288
840;47647802;0;236252;2024-11-15;-834.75;;2024-10-01;;100
841;47647825;125737;236252;2024-11-15;-508.1;;01/10/2024;;288
842;47647899;32;236252;2024-11-15;-278.25;;01/10/2024;;902
843;47647805;81044;236252;2024-11-15;-278.25;;01/10/2024;;204
844;47647823;125737;236252;2024-11-15;-620.5;;01/10/2024;;288
845;47631655;32;402853;2024-11-18;-2000.0;2024-11-18;01/11/2024;;902
846;47619519;0;402856;2024-12-03;-2930.98;;2024-11-01;;100
847;47618968;0;402856;2024-12-03;-118704.96;;2024-11-01;;100
848;32822644;32;402856;2024-10-01;-3347.8;;01/10/2024;M1;902
849;32823328;32;402856;2024-10-01;-116.53;;01/10/2024;M1;902
850;32823677;32;402856;2024-10-01;-3379.43;;01/10/2024;M1;902
851;47646816;125737;402853;2024-11-14;-295.73;2024-11-14;01/11/2024;;288
852;47649119;81044;402853;2024-12-20;-1.38;2024-12-20;01/11/2024;;204
853;47665623;32;236252;2024-10-31;147.53;;31/10/2024;;902
854;47665631;32;236252;2024-10-31;481.21;;31/10/2024;;902
855;47665609;32;236252;2024-10-31;181.11;;31/10/2024;;902
856;47666514;32;236252;2024-10-31;72.45;;31/10/2024;;902
857;47666517;32;236252;2024-10-31;579.6;;31/10/2024;;902
858;47666501;32;236252;2024-10-31;72.45;;31/10/2024;;902
859;47666512;32;236252;2024-10-31;144.9;;31/10/2024;;902
860;47666510;32;236252;2024-10-31;402.65;;31/10/2024;;902
861;47666078;32;236252;2024-10-31;230.02;;31/10/2024;;902
862;47666082;32;236252;2024-10-31;104.03;;31/10/2024;;902
863;47665844;32;236252;2024-10-31;205.55;;31/10/2024;;902
864;47665845;32;236252;2024-10-31;91.11;;31/10/2024;;902
865;47665748;32;236252;2024-10-31;321.97;;31/10/2024;;902
866;47665846;32;236252;2024-10-31;80.31;;31/10/2024;;902
867;47665913;32;236252;2024-10-31;154.27;;31/10/2024;;902
868;47665917;32;236252;2024-10-31;45.29;;31/10/2024;;902
869;47665921;32;236252;2024-10-31;434.35;;31/10/2024;;902
870;47665906;32;236252;2024-10-31;54.51;;31/10/2024;;902
871;47666297;32;236252;2024-10-31;7.92;;31/10/2024;;902
872;47666308;32;236252;2024-10-31;1.98;;31/10/2024;;902
873;47666295;32;236252;2024-10-31;1.98;;31/10/2024;;902
874;47666311;32;236252;2024-10-31;15.84;;31/10/2024;;902
875;47666302;32;236252;2024-10-31;9.9;;31/10/2024;;902
876;47666294;32;236252;2024-10-31;1.98;;31/10/2024;;902
877;47666305;32;236252;2024-10-31;3.96;;31/10/2024;;902
878;47666225;32;236252;2024-10-31;39.27;;31/10/2024;;902
879;47666234;32;236252;2024-10-31;39.27;;31/10/2024;;902
880;47665026;32;236252;2024-10-31;2313.06;;31/10/2024;;902
881;47665023;32;236252;2024-10-31;1734.79;;31/10/2024;;902
882;47665016;32;236252;2024-10-31;2099.96;;31/10/2024;;902
883;47665024;32;236252;2024-10-31;5618.68;;31/10/2024;;902
884;47665018;32;236252;2024-10-31;724.49;;31/10/2024;;902
885;47665033;32;236252;2024-10-31;5774.63;;31/10/2024;;902
886;47665030;32;236252;2024-10-31;1123.74;;31/10/2024;;902
887;47666407;32;236252;2024-10-31;222.6;;31/10/2024;;902
888;47666403;32;236252;2024-10-31;38.66;;31/10/2024;;902
889;47666399;32;236252;2024-10-31;139.13;;31/10/2024;;902
890;47722931;32;402853;2024-12-20;-398.04;2024-12-20;05/11/2024;;902
891;47722884;32;403011;2024-12-03;-8033.56;2024-12-03;05/11/2024;;902
892;47789640;125737;402853;2024-11-07;-5.64;2024-11-07;01/11/2024;;288
893;47788947;125737;402853;2024-11-07;-56.39;2024-11-07;01/11/2024;;288
894;47788954;32;402853;2024-11-07;-56.39;2024-11-07;01/11/2024;;902
895;47873648;81044;402853;2024-11-12;-559.4;2024-11-12;02/11/2024;;204
896;47873653;125737;402853;2024-11-12;-115.8;2024-11-12;02/11/2024;;288
897;47881662;125737;402853;2024-11-11;-1962.61;2024-11-11;01/11/2024;;288
898;48081065;81044;402853;2024-11-14;-95.17;2024-11-14;06/11/2024;;204
899;48130685;32;433995;2024-11-29;-160.0;2024-11-29;14/11/2024;;902
900;48088180;125736;402853;2024-11-14;412.41;2024-11-14;01/11/2024;;268
901;48200502;125736;402853;2024-11-18;-20.94;;18/11/2024;;268
902;48206574;32;402853;2024-11-18;-2576.07;;18/11/2024;;902
903;48206557;125737;402853;2024-11-18;-1664.14;;18/11/2024;;288
904;48199914;32;433996;2024-11-01;-936.98;;01/11/2024;;902
905;48494462;32;402853;2024-11-19;-10269.5;2024-11-19;20/11/2024;;902
906;48494983;125736;402853;2024-11-19;-876.49;2024-11-19;20/11/2024;;268
907;48494974;0;402853;2024-11-19;-834.75;2024-11-19;2024-11-20;;100
908;48495008;32;402853;2024-11-19;-3795.75;2024-11-19;20/11/2024;;902
909;48608922;125737;402853;2024-12-20;-83.75;2024-12-20;25/11/2024;;288
910;48982953;32;236252;2024-12-15;-434.83;;01/11/2024;;902
911;48982912;81044;236252;2024-12-15;-218.4;;01/11/2024;;204
912;48982926;125737;236252;2024-12-15;-2742.54;;01/11/2024;;288
913;48983006;32;236252;2024-12-15;-724.5;;01/11/2024;;902
914;48982960;0;236252;2024-12-15;-2173.5;;2024-11-01;;100
915;48982972;125736;236252;2024-12-15;-1557.68;;01/11/2024;;268
916;48983162;32;236252;2024-12-15;-7641.3;;01/11/2024;;902
917;48983106;81044;236252;2024-12-15;-8686.95;;01/11/2024;;204
918;48983073;125737;236252;2024-12-15;-3511.0;;01/11/2024;;288
919;48983186;125737;236252;2024-12-15;-1918.86;;01/11/2024;;288
920;48983172;81044;236252;2024-12-15;-202.67;;01/11/2024;;204
921;48983213;32;236252;2024-12-15;-572.01;;01/11/2024;;902
922;48983325;32;236252;2024-12-15;-19.8;;01/11/2024;;902
923;48983298;125737;236252;2024-12-15;-63.95;;01/11/2024;;288
924;48983326;32;236252;2024-12-15;-19.8;;01/11/2024;;902
925;48983413;32;236252;2024-12-15;-5856.71;;01/11/2024;;902
926;48983337;81044;236252;2024-12-15;-7031.12;;01/11/2024;;204
927;48983411;32;236252;2024-12-15;-74868.03;;01/11/2024;;902
928;48983336;81044;236252;2024-12-15;-67227.44;;01/11/2024;;204
929;48983412;32;236252;2024-12-15;-4322.07;;01/11/2024;;902
930;48983338;81044;236252;2024-12-15;-2012.85;;01/11/2024;;204
931;48983435;125737;236252;2024-12-15;-898.75;;01/11/2024;;288
932;48923396;0;402856;2025-01-03;-3031.72;2025-01-03;2024-12-02;;100
933;48922456;0;402856;2025-01-03;-97771.28;2025-01-03;2024-12-01;;100
934;48933916;125737;402853;2024-12-12;-115.8;2024-12-12;02/12/2024;;288
935;48918038;81044;402853;2024-12-09;-5.64;2024-12-09;01/12/2024;;204
936;48916963;81044;402853;2024-12-09;-56.39;2024-12-09;01/12/2024;;204
937;48950514;0;402853;2024-11-30;-239.59;;2024-11-30;;100
938;48950503;0;402853;2024-11-30;-660.93;;2024-11-30;;100
939;48950523;0;402853;2024-11-30;-1468.4;;2024-11-30;;100
940;48983918;32;236252;2024-11-30;993.08;;30/11/2024;;902
941;48983927;32;236252;2024-11-30;617.85;;30/11/2024;;902
942;48983912;32;236252;2024-11-30;262.59;;30/11/2024;;902
943;48983915;32;236252;2024-11-30;871.62;;30/11/2024;;902
944;48983926;32;236252;2024-11-30;507.47;;30/11/2024;;902
945;48984572;32;236252;2024-11-30;72.45;;30/11/2024;;902
946;48984560;32;236252;2024-11-30;217.35;;30/11/2024;;902
947;48984565;32;236252;2024-11-30;362.25;;30/11/2024;;902
948;48984570;32;236252;2024-11-30;72.45;;30/11/2024;;902
949;48984563;32;236252;2024-11-30;362.25;;30/11/2024;;902
950;48984559;32;236252;2024-11-30;72.45;;30/11/2024;;902
951;48984188;32;236252;2024-11-30;85.41;;30/11/2024;;902
952;48984175;32;236252;2024-11-30;80.36;;30/11/2024;;902
953;48984001;32;236252;2024-11-30;399.93;;30/11/2024;;902
954;48984012;32;236252;2024-11-30;265.93;;30/11/2024;;902
955;48984007;32;236252;2024-11-30;289.89;;30/11/2024;;902
956;48984010;32;236252;2024-11-30;115.95;;30/11/2024;;902
957;48984097;32;236252;2024-11-30;905.11;;30/11/2024;;902
958;48984092;32;236252;2024-11-30;181.02;;30/11/2024;;902
959;48984099;32;236252;2024-11-30;551.92;;30/11/2024;;902
960;48984095;32;236252;2024-11-30;253.15;;30/11/2024;;902
961;48984375;32;236252;2024-11-30;15.84;;30/11/2024;;902
962;48984383;32;236252;2024-11-30;1.98;;30/11/2024;;902
963;48984373;32;236252;2024-11-30;5.94;;30/11/2024;;902
964;48984381;32;236252;2024-11-30;3.96;;30/11/2024;;902
965;48984378;32;236252;2024-11-30;9.9;;30/11/2024;;902
966;48984386;32;236252;2024-11-30;3.96;;30/11/2024;;902
967;48984273;32;236252;2024-11-30;278.9;;30/11/2024;;902
968;48984270;32;236252;2024-11-30;39.27;;30/11/2024;;902
969;48984272;32;236252;2024-11-30;87.55;;30/11/2024;;902
970;48983815;32;236252;2024-11-30;3800.17;;30/11/2024;;902
971;48983816;32;236252;2024-11-30;2575.15;;30/11/2024;;902
972;48984465;32;236252;2024-11-30;139.13;;30/11/2024;;902
973;48984469;32;236252;2024-11-30;111.3;;30/11/2024;;902
974;48984476;32;236252;2024-11-30;197.62;;30/11/2024;;902
975;48984470;32;236252;2024-11-30;55.65;;30/11/2024;;902
976;48984474;32;236252;2024-11-30;27.83;;30/11/2024;;902
977;48984461;32;236252;2024-11-30;27.83;;30/11/2024;;902
978;48984468;32;236252;2024-11-30;139.13;;30/11/2024;;902
979;48984460;32;236252;2024-11-30;27.83;;30/11/2024;;902
980;49626287;81044;402853;2025-01-17;-4.71;2025-01-17;03/12/2024;;204
981;49626294;32;402853;2025-01-17;-1.18;2025-01-17;03/12/2024;;902
982;49798142;125737;402853;2024-12-13;-17.49;2024-12-13;05/12/2024;;288
983;50038753;125736;402853;2024-12-16;-2462.4;2024-12-16;01/12/2024;;268
984;50305658;81044;402853;2024-12-10;-8548.08;2024-12-10;01/12/2024;;204
985;50307932;81044;402884;2024-12-10;-407.69;;01/12/2024;;204
986;32823331;32;402856;2024-12-01;-140.34;;01/12/2024;M1;902
987;50806004;32;236252;2025-01-15;-6018.8;;01/12/2024;;902
